Source,Paper_ID,First_Author,Year,River,Station_ID,Season_Norm,Background_standard,Cr,Ni,Cu,As,Cd,Pb,Mn,Fe,Igeo_Cr,Igeo_Ni,Igeo_Cu,Igeo_As,Igeo_Cd,Igeo_Pb,Igeo_Mn,Igeo_Fe,CF_Cr,CF_Ni,CF_Cu,CF_As,CF_Cd,CF_Pb,CF_Mn,CF_Fe,EF_Cr,EF_Ni,EF_Cu,EF_As,EF_Cd,EF_Pb,EF_Mn,PLI
Primary,0,Hasan,2024,Buriganga,S12,Winter,"(field measurement, no original index)",118.1,79.25,261.1,9.32,9.1,297.4,31.47,44600.0,-0.19295044254103597,-0.3640863118320883,1.9516430503746487,-1.0650722639826928,4.337869638756384,3.309370241556538,-5.340376258222522,-0.6667056501626927,1.3122222222222222,1.1654411764705883,5.802222222222222,0.716923076923077,30.333333333333332,14.87,0.037023529411764705,0.9449152542372882,1.3887194818136521,1.2333816934845685,6.140468360737419,0.7587167988961712,32.101644245142005,15.736860986547084,0.039181851754154576,1.7791325525580204
Primary,0,Hasan,2024,Balu,S13,Winter,"(field measurement, no original index)",17.11,39.41,75.15,7.49,2.31,64.1,33.58,30460.0,-2.9800477423361422,-1.3719354976083866,0.15488560197817158,-1.380436500178222,2.359895945086383,1.09536185612286,-5.246751206583915,-1.2168334184830674,0.1901111111111111,0.5795588235294117,1.6700000000000002,0.5761538461538461,7.7,3.2049999999999996,0.039505882352941175,0.6453389830508475,0.29459108484715835,0.898068827005523,2.5877872619829283,0.8927925652810749,11.9317137229153,4.966382140512147,0.061217256961878644,0.7128793719347372
Primary,0,Hasan,2024,Balu,S14,Winter,"(field measurement, no original index)",12.9,25.78,79.57,8.53,1.53,59.8,34.9,31790.0,-3.387516436514939,-1.9842449833845692,0.23733709683138793,-1.192856477318683,1.7655347463629771,0.995182983702224,-5.19112640042393,-1.1551763438323837,0.14333333333333334,0.37911764705882356,1.7682222222222221,0.6561538461538461,5.1000000000000005,2.9899999999999998,0.041058823529411766,0.6735169491525423,0.21281325364370346,0.5628925115186055,2.625356680996819,0.9742202434243955,7.572192513368984,4.439383453916326,0.060961826693558825,0.6354516546705871
Primary,0,Hasan,2024,Shitalakshya,S15,Winter,"(field measurement, no original index)",80.03,28.1,105.2,20.68,9.11,96.87,35.64,33460.0,-0.7543465929372776,-1.8599271166379316,0.6401752973541093,0.08476206167796153,4.339454147472376,1.691087440951894,-5.160856099999023,-1.081311914932007,0.8892222222222222,0.4132352941176471,2.3377777777777777,1.5907692307692307,30.366666666666667,4.843500000000001,0.04192941176470588,0.7088983050847457,1.2543720528657767,0.5829260574522697,3.297761838347612,2.2440020230815207,42.836421597927874,6.83243275552899,0.05914728736682957,1.250358806014679
Primary,0,Hasan,2024,Shitalakshya,S16,Winter,"(field measurement, no original index)",62.13,71.22,115.48,19.83,14.93,190.4,32.15,34100.0,-1.1195974478838875,-0.5182148113831574,0.7746836054104264,0.024210553591874677,5.052145353804867,2.665999072812063,-5.309534699305636,-1.053977621058825,0.6903333333333334,1.0473529411764706,2.566222222222222,1.5253846153846153,49.766666666666666,9.52,0.03782352941176471,0.722457627118644,0.9555347018572825,1.4497084698982232,3.5520729879439554,2.1113828107376493,68.88523949169111,13.177243401759533,0.0523539761945834,1.5685448175676762
Primary,0,Hasan,2024,Shitalakshya,S17,Winter,"(field measurement, no original index)",58.8,69.53,169.29,21.77,12.7,210.65,30.28,26710.0,-1.1990713471018288,-0.5528616575541321,1.3265373481399518,0.1588672835512337,4.818759685329853,2.8118135100663735,-5.395988231535213,-1.4063693843352498,0.6533333333333333,1.0225,3.762,1.6746153846153846,42.333333333333336,10.5325,0.03562352941176471,0.5658898305084745,1.1545238986646698,1.8068888056907524,6.6479371022089095,2.9592604325663108,74.80843629102708,18.612280044926994,0.06295135111326448,1.5748052219962638
Literature,1,Bhuiyan,2015,Buriganga,RS1,Winter,Cabrera et al. 1999,1535.0,35.21,39.0,11.82,5.25,55.43,494.0,12045.0,3.507207343206711,-1.534512019883089,-0.7914133781885827,-0.7222440884594405,3.5443205162238103,0.8857045069037311,-1.3679143001615426,-2.5553149667318893,17.055555555555557,0.5177941176470588,0.8666666666666667,0.9092307692307693,17.5,2.7715,0.5811764705882353,0.2551906779661017,66.83455560167889,2.0290479329963618,3.396153313961533,3.5629466423986975,68.57617268576173,10.860506434205064,2.2774204575977337,1.6309264275415225
Literature,1,Bhuiyan,2015,Buriganga,RS10,Winter,Cabrera et al. 1999,1715.0,56.5,55.5,21.1,8.78,80.2,614.0,13456.0,3.667177264009344,-0.8522463795563078,-0.282399730700725,0.11376887495757465,4.286224033205683,1.4186397359590395,-1.054186686376041,-2.395499749602578,19.055555555555557,0.8308823529411765,1.2333333333333334,1.623076923076923,29.266666666666666,4.01,0.7223529411764706,0.28508474576271187,66.84172281675254,2.9145100370707135,4.326198969480776,5.69331382054331,102.65953230281411,14.065992865636147,2.533818283555991,2.293653038434817
Literature,1,Bhuiyan,2015,Buriganga,RS11,Winter,Cabrera et al. 1999,1456.0,53.4,78.2,20.8,6.6,79.3,555.0,12480.0,3.4309790431478655,-0.933657505171304,0.21228110536915903,0.09310940439148145,3.8744691179161412,1.4023583652080975,-1.199937570508752,-2.5041314261081116,16.177777777777777,0.7852941176470588,1.7377777777777779,1.6,22.0,3.965,0.6529411764705882,0.26440677966101694,61.18518518518518,2.9700226244343892,6.572364672364672,6.051282051282052,83.2051282051282,14.995833333333334,2.4694570135746607,2.191466032639532
Literature,1,Bhuiyan,2015,Buriganga,RS12,Winter,Cabrera et al. 1999,1313.0,49.11,57.8,19.9,5.5,74.4,560.0,11590.0,3.281835603842056,-1.0544804245509107,-0.22381800943751454,0.029294306794038046,3.6114347120823473,1.3103401206121505,-1.1869985148012538,-2.610868793963888,14.588888888888889,0.7222058823529411,1.2844444444444443,1.5307692307692307,18.333333333333336,3.72,0.6588235294117647,0.24555084745762712,59.41290384431023,2.941166319849769,5.230869523535615,6.234021371208601,74.66206499856197,15.14961173425367,2.6830431913921737,1.9718569251123346
Literature,1,Bhuiyan,2015,Buriganga,RS13,Winter,Cabrera et al. 1999,1110.0,47.61,56.5,17.5,4.6,70.5,507.0,10450.0,3.039528364186637,-1.0992326181898822,-0.2566366346356432,-0.15611920191728185,3.3536369546147005,1.232660756790275,-1.3304395947428798,-2.7602464180021147,12.333333333333334,0.7001470588235295,1.2555555555555555,1.3461538461538463,15.333333333333332,3.525,0.5964705882352941,0.22139830508474576,55.706539074960126,3.162386715451731,5.671026049973419,6.080235553919764,69.25677830940988,15.921531100478468,2.69410638896707,1.7873924701792545
Literature,1,Bhuiyan,2015,Buriganga,RS14,Winter,Cabrera et al. 1999,1019.0,46.5,45.2,15.5,4.2,64.5,498.0,12885.0,2.916122739114983,-1.1332665308634642,-0.5785647295230054,-0.33120590847537323,3.222392421336448,1.1043366598147355,-1.3562795996781394,-2.45805682311074,11.322222222222223,0.6838235294117647,1.0044444444444445,1.1923076923076923,14.000000000000002,3.225,0.5858823529411765,0.2729872881355932,41.475272711594016,2.504964733273985,3.6794550079765447,4.367630816990538,51.28443927046954,11.81373690337602,2.146189139217969,1.6913172261419478
Literature,1,Bhuiyan,2015,Buriganga,RS15,Winter,Cabrera et al. 1999,1020.0,42.25,55.5,13.5,4.5,54.5,398.0,9480.0,2.917537839808027,-1.2715459056893113,-0.282399730700725,-0.5305147166987798,3.3219280948873626,0.8612937291684079,-1.6796569112025714,-2.9007903960721007,11.333333333333334,0.6213235294117647,1.2333333333333334,1.0384615384615385,15.0,2.725,0.4682352941176471,0.20084745762711864,56.427566807313646,3.0935095557210226,6.1406469760900135,5.170399221032133,74.68354430379746,13.567510548523206,2.3312980888557955,1.557728712069368
Literature,1,Bhuiyan,2015,Buriganga,RS2,Winter,Cabrera et al. 1999,1256.0,42.11,17.3,13.21,8.01,50.12,368.0,14067.0,3.217805151840796,-1.2763343715771263,-1.9641154643014687,-0.5618436573901453,4.153805336079036,0.7404239139386172,-1.7927195756892074,-2.3314346754157453,13.955555555555556,0.6192647058823529,0.3844444444444445,1.0161538461538462,26.7,2.506,0.4329411764705882,0.29802966101694917,46.826062573556705,2.0778626656463395,1.2899536345900176,3.409572868306074,89.58839837918532,8.408559038885334,1.4526781495280987,1.5243147528117633
Literature,1,Bhuiyan,2015,Buriganga,RS3,Winter,Cabrera et al. 1999,1178.0,49.51,83.8,17.9,4.68,64.33,587.0,11480.0,3.1253082267796297,-1.0427772977840597,0.3120627417611583,-0.12351453648535433,3.37851162325373,1.1005291879633954,-1.1190648386361681,-2.6246267182946723,13.088888888888889,0.7280882352941176,1.8622222222222222,1.376923076923077,15.6,3.2165,0.6905882352941176,0.24322033898305084,53.814943863724345,2.9935335109653614,7.65652342237708,5.661216831948539,64.13937282229965,13.224634146341463,2.839352326296372,1.9463430993001873
Literature,1,Bhuiyan,2015,Buriganga,RS4,Winter,Cabrera et al. 1999,1279.0,50.55,75.5,18.2,7.8,67.53,618.0,12280.0,3.2439849518308064,-1.0127861549558435,0.16158914227424795,-0.0995356735509144,4.1154772174199366,1.1705660567920686,-1.0448185038418458,-2.5274387996001804,14.21111111111111,0.7433823529411764,1.6777777777777778,1.4,26.0,3.3765,0.7270588235294118,0.26016949152542374,54.622511762576906,2.857300249089864,6.448787549764749,5.381107491856678,99.93485342019544,12.978078175895766,2.7945583445104423,2.122614354671028
Literature,1,Bhuiyan,2015,Buriganga,RS5,Winter,Cabrera et al. 1999,1565.0,53.41,85.2,20.5,9.58,65.5,639.0,13782.0,3.53513134476915,-0.9333873628540859,0.33596592828764515,0.0721497857558354,4.412028749406506,1.1265324059289317,-0.9966094107992257,-2.360964097758642,17.38888888888889,0.7854411764705882,1.8933333333333333,1.5769230769230769,31.933333333333334,3.275,0.7517647058823529,0.2919915254237288,59.55271771553879,2.689945111697269,6.484206452861219,5.400578234709711,109.36390460987762,11.216078943549558,2.574611385694896,2.351886467263456
Literature,1,Bhuiyan,2015,Buriganga,RS6,Winter,Cabrera et al. 1999,1620.0,49.21,71.5,25.5,8.8,68.8,590.0,13850.0,3.584962500721156,-1.051545730616081,0.08305573972755864,0.38702312310924725,4.289506617194985,1.1974460642062172,-1.1117103874970167,-2.3538633840338092,18.0,0.7236764705882353,1.5888888888888888,1.9615384615384615,29.333333333333336,3.44,0.6941176470588235,0.2934322033898305,61.34296028880866,2.4662476109577405,5.414841556357802,6.684809775062483,99.96630565583635,11.72332129963899,2.3655128477383736,2.3183073082243193
Literature,1,Bhuiyan,2015,Buriganga,RS7,Winter,Cabrera et al. 1999,1582.0,59.11,72.6,26.4,10.6,75.33,651.0,14423.0,3.5507182874219607,-0.7870950264953294,0.10508204605755721,0.4370638056088426,4.557995453120887,1.328262028609413,-0.9697677985805847,-2.2953780823475536,17.57777777777778,0.8692647058823529,1.6133333333333333,2.0307692307692307,35.333333333333336,3.7664999999999997,0.7658823529411765,0.30557203389830506,57.52417049927969,2.8447128972923146,5.279715269592548,6.645795444242369,115.63012780512607,12.326062539000208,2.5063888968192147,2.5067577626318833
Literature,1,Bhuiyan,2015,Buriganga,RS8,Winter,Cabrera et al. 1999,1465.0,58.51,65.8,22.5,11.28,76.5,692.0,15435.0,3.4398693522587793,-0.8018140289269508,-0.03679991820295178,0.20645087746742624,4.647698256069119,1.3504972470841332,-0.8816533041094957,-2.197543877355235,16.27777777777778,0.8604411764705882,1.462222222222222,1.7307692307692308,37.6,3.825,0.8141176470588235,0.3270127118644068,49.777201886045425,2.6312162960422265,4.4714537666918615,5.292666517156313,114.98023971493357,11.696793002915452,2.48955963337716,2.463655572230271
